Sample_Path,Cluster
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_161.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_987.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_886.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_872.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_311.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_765.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_254.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_747.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_719.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_579.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_302.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_907.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_633.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_362.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_800.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_839.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_327.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_74.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_35.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_302.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_421.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_868.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_641.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_632.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_556.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_141.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_618.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_961.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_198.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_361.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_557.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_550.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_576.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_815.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_843.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_158.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_604.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_246.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_836.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_158.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_825.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_617.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_913.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_123.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_464.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_591.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_731.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_482.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_503.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_593.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_96.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_705.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_932.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_197.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_874.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_349.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_563.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_168.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_780.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_85.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_355.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_923.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_725.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_58.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_8.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_943.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_702.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_353.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_948.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_737.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_339.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_7.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_504.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_263.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_41.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_51.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_97.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_360.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_911.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_725.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_661.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_736.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_605.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_978.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_587.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_370.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_881.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_421.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_506.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_32.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_127.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_141.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_411.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_646.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_577.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_525.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_775.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_252.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_41.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_993.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_252.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_837.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_275.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_227.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_162.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_334.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_693.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_734.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_202.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_573.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_966.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_634.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_266.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_169.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_56.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_433.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_936.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_419.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_743.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_195.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_828.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_282.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_471.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_637.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_650.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_839.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_6.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_523.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_676.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_176.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_876.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_17.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_493.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_695.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_222.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_576.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_338.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_644.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_842.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_475.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_502.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_827.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_181.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_979.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_617.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_978.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_975.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_879.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_716.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_66.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_631.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_240.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_151.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_955.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_606.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_258.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_217.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_454.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_716.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_586.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_227.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_304.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_293.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_48.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_268.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_768.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_745.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_293.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_388.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_529.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_820.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_512.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_297.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_235.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_853.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_279.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_244.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_540.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_417.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_649.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_188.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_221.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_227.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_271.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_554.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_484.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_247.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_304.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_936.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_580.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_197.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_108.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_318.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_413.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_797.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_715.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_63.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_934.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_456.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_455.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_102.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_423.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_669.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_300.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_304.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_588.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_727.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_282.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_211.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_448.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_796.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_963.png,5
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_102.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_73.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_938.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_658.png,0
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_716.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_533.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_672.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_730.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_267.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_268.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_31.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_139.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_981.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_943.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/truck/truck_119.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_507.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_853.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_277.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_422.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_935.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_133.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_114.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_19.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_192.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_876.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_510.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_962.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_323.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_516.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_188.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_131.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_530.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_326.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_859.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_698.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_970.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_706.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_291.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_167.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_718.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_622.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_708.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_279.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_764.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_51.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_82.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_553.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_604.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_542.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_764.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_992.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_683.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_114.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_403.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_640.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_429.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_925.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_952.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_387.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/deer/truck_478.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_919.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_132.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_103.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_402.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_966.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_916.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_351.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_476.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_343.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_346.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_432.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_626.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_720.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_593.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_286.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_361.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_814.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_860.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_643.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_459.png,8
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_287.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_220.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_833.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_915.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_858.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_504.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_325.png,2
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_765.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/airplane/truck_824.png,7
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/cat/truck_599.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/horse/truck_538.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/ship/truck_921.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_6.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_35.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/frog/truck_407.png,6
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/bird/truck_402.png,9
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/car/truck_485.png,4
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_247.png,1
/Users/srirammandalika/Downloads/Minor/synthetic_training/GR Samples/dog/truck_872.png,8
